,fiscalDateEnding,ticker,operatingIncome,ebit,incomeBeforeTax,incomeTaxExpense,netIncome,nonOperatingItems,netInterest
255,2008-03-31,GOOG,1546235000,1546192000,1713578000,406492000,1307086000,-387000.0,-387000.0
256,2008-06-30,GOOG,1577965000,1577953000,1635888000,388497000,1247391000,-88086000.0,-88086000.0
257,2008-09-30,GOOG,1647565000,1647574000,1668782000,378844000,1289938000,-90996000.0,-90996000.0
258,2008-12-31,GOOG,1860205000,1860251000,835347000,452905000,382442000,-88447000.0,-88447000.0
259,2009-03-31,GOOG,1884000000,1884000000,1890000000,467000000,1423000000,-66092000.0,-66092000.0
260,2009-06-30,GOOG,1874000000,1874000000,1856000000,371000000,1485000000,-50017000.0,-50017000.0
261,2009-09-30,GOOG,2074000000,2074000000,2067000000,428000000,1639000000,-46702000.0,-46702000.0
262,2009-12-31,GOOG,2480983000,2481021000,2568671000,594571000,1974100000,-66862000.0,-66862000.0
263,2010-03-31,GOOG,2488000000,2488000000,2506000000,551000000,1955000000,-95000000.0,-95000000.0
264,2010-06-30,GOOG,2365000000,2365000000,2434000000,594000000,1840000000,-136000000.0,-136000000.0
265,2010-09-30,GOOG,2547000000,2714000000,2714000000,547000000,2167000000,-172000000.0,-172000000.0
266,2010-12-31,GOOG,2982000000,2982000000,3142000000,599000000,2543000000,-176000000.0,-176000000.0
267,2011-03-31,GOOG,2296000000,2396000000,2392000000,594000000,1798000000,-4000000.0,-4000000.0
268,2011-06-30,GOOG,2881000000,3098000000,3085000000,580000000,2505000000,-13000000.0,-13000000.0
269,2011-09-30,GOOG,3058000000,3381000000,3360000000,631000000,2729000000,-21000000.0,-21000000.0
270,2011-12-31,GOOG,3507000000,3509000000,3489000000,785000000,2704000000,-20000000.0,-20000000.0
271,2012-03-31,GOOG,3389000000,3565000000,3545000000,655000000,2890000000,-20000000.0,-20000000.0
272,2012-06-30,GOOG,3237000000,3512000000,3490000000,657000000,2785000000,-22000000.0,-22000000.0
273,2012-09-30,GOOG,2740000000,2826000000,2805000000,647000000,2176000000,-21000000.0,-21000000.0
274,2012-12-31,GOOG,3432000000,3606000000,3585000000,648000000,2886000000,-21000000.0,-21000000.0
275,2013-03-31,GOOG,3748000000,3903000000,3882000000,354000000,3346000000,-21000000.0,-21000000.0
276,2013-06-30,GOOG,3465000000,3720000000,3701000000,927000000,3228000000,-19000000.0,-19000000.0
277,2013-09-30,GOOG,3761000000,3794000000,3775000000,612000000,2970000000,-19000000.0,-19000000.0
278,2013-12-31,GOOG,3922000000,4068000000,4047000000,666000000,3376000000,-21000000.0,-21000000.0
279,2014-03-31,GOOG,4115000000,4496000000,4472000000,822000000,3452000000,-24000000.0,-24000000.0
280,2014-06-30,GOOG,4258000000,4430000000,4403000000,984000000,3351000000,-27000000.0,-27000000.0
281,2014-09-30,GOOG,3724000000,3882000000,3857000000,933000000,2739000000,-25000000.0,-25000000.0
282,2014-12-31,GOOG,4399000000,4552000000,4527000000,737000000,4757000000,-25000000.0,-25000000.0
283,2015-03-31,GOOG,4447000000,4630000000,4604000000,1089000000,3515000000,-26000000.0,-26000000.0
284,2015-06-30,GOOG,4825000000,4982000000,4956000000,1025000000,3931000000,-26000000.0,-26000000.0
285,2015-09-30,GOOG,4708000000,4917000000,4891000000,912000000,3979000000,157000000.0,-26000000.0
286,2015-12-31,GOOG,5380000000,5226000000,5200000000,277000000,4923000000,-26000000.0,-26000000.0
287,2016-03-31,GOOG,5342000000,5159000000,5129000000,922000000,4207000000,-243000000.0,-30000000.0
288,2016-06-30,GOOG,5968000000,6151000000,6119000000,1242000000,4877000000,119000000.0,-32000000.0
289,2016-09-30,GOOG,5767000000,6074000000,6045000000,984000000,5061000000,249000000.0,-29000000.0
290,2016-12-31,GOOG,6639000000,6890000000,6857000000,1524000000,5333000000,185000000.0,-33000000.0
291,2017-03-31,GOOG,6568000000,6844000000,6819000000,1393000000,5426000000,226000000.0,-25000000.0
292,2017-06-30,GOOG,4132000000,4398000000,4377000000,853000000,3524000000,224000000.0,-21000000.0
293,2017-09-30,GOOG,7782000000,8006000000,7979000000,1247000000,6732000000,170000000.0,-27000000.0
294,2017-12-31,GOOG,7664000000,8054000000,8018000000,11038000000,-3020000000,318000000.0,-36000000.0
295,2018-03-31,GOOG,7633000000,10573000000,10543000000,1142000000,9401000000,3512000000.0,-30000000.0
296,2018-06-30,GOOG,3045000000,4242000000,4215000000,1020000000,3195000000,1381000000.0,-27000000.0
297,2018-09-30,GOOG,8625000000,10111000000,10083000000,891000000,9192000000,1745000000.0,-28000000.0
298,2018-12-31,GOOG,8203000000,10101000000,10072000000,1124000000,8948000000,1840000000.0,-29000000.0
299,2019-03-31,GOOG,6608000000,8181000000,8146000000,1489000000,6657000000,2920000000.0,487000000.0
300,2019-06-30,GOOG,9180000000,12172000000,12147000000,2200000000,9947000000,3595000000.0,628000000.0
301,2019-09-30,GOOG,9177000000,8651000000,8628000000,1560000000,7068000000,59000000.0,608000000.0
302,2019-12-31,GOOG,9266000000,10721000000,10704000000,33000000,10671000000,2042000000.0,604000000.0
303,2020-03-31,GOOG,7977000000,7778000000,7757000000,921000000,6836000000,345000000.0,565000000.0
304,2020-06-30,GOOG,6383000000,8290000000,8277000000,1318000000,6959000000,2314000000.0,420000000.0
305,2020-09-30,GOOG,11213000000,13407000000,13359000000,2112000000,11247000000,2558000000.0,412000000.0
306,2020-12-31,GOOG,15651000000,18742000000,18689000000,3462000000,15227000000,3371000000.0,333000000.0
307,2021-03-31,GOOG,16437000000,21359000000,21283000000,3353000000,17930000000,5115000000.0,269000000.0
308,2021-06-30,GOOG,19361000000,22061000000,21985000000,3460000000,18525000000,2937000000.0,313000000.0
309,2021-09-30,GOOG,21031000000,23141000000,23064000000,4128000000,18936000000,2343000000.0,310000000.0
310,2021-12-31,GOOG,21885000000,24519000000,24402000000,3760000000,20642000000,2778000000.0,261000000.0
311,2022-03-31,GOOG,20094000000,19017000000,18934000000,2498000000,16436000000,-829000000.0,331000000.0
312,2022-06-30,GOOG,19453000000,19097000000,19014000000,3012000000,16002000000,-36000000.0,403000000.0
313,2022-09-30,GOOG,17135000000,16334000000,16233000000,2323000000,13910000000,-388000000.0,514000000.0
314,2022-12-31,GOOG,18160000000,17237000000,17147000000,3523000000,13624000000,-444000000.0,569000000.0
315,2023-03-31,GOOG,17415000000,18285000000,18205000000,3154000000,15051000000,1507000000.0,717000000.0
316,2023-06-30,GOOG,21838000000,21946000000,21903000000,3535000000,18368000000,914000000.0,849000000.0
317,2023-09-30,GOOG,21343000000,21343000000,21197000000,1508000000,19689000000,950000000.0,950000000.0
318,2023-12-31,GOOG,23697000000,23697000000,24412000000,3725000000,20687000000,1041000000.0,1041000000.0
319,2024-03-31,GOOG,25472000000,25472000000,28315000000,4653000000,23662000000,967000000.0,967000000.0
320,2024-06-30,GOOG,27425000000,27618000000,27551000000,3932000000,23619000000,1023000000.0,1023000000.0
321,2024-09-30,GOOG,28521000000,31760000000,31706000000,5405000000,26301000000,1189000000.0,1189000000.0
322,2024-12-31,GOOG,30972000000,32296000000,32243000000,5707000000,26536000000,1035000000.0,1035000000.0
323,2025-03-31,GOOG,30606000000,41823000000,41789000000,7249000000,34540000000,967000000.0,967000000.0
324,2005-03-31,GOOGL,442770000,442770000,456456000,87263000,369193000,-12000000.0,-12000000.0
325,2005-06-30,GOOGL,475698000,475698000,495420000,152606000,342814000,-16000000.0,-16000000.0
326,2005-09-30,GOOGL,529171000,550356000,549968000,168786000,381182000,-388000.0,-388000.0
327,2005-12-31,GOOGL,569639000,569639000,639833000,267625000,372208000,-68000000.0,-68000000.0
328,2006-03-31,GOOGL,742699000,810626000,810618000,218327000,592291000,-8000.0,-8000.0
329,2006-06-30,GOOGL,815372000,976354000,976177000,255100000,721077000,-177000.0,-177000.0
330,2006-09-30,GOOGL,931331000,1039532000,1039511000,306150000,733361000,-21000.0,-21000.0
331,2006-12-31,GOOGL,1060594000,723484000,1184734000,154017000,1030717000,-122000000.0,-122000000.0
332,2007-03-31,GOOGL,1221209000,1352279000,1351937000,349775000,1002162000,-342000.0,-342000.0
333,2007-06-30,GOOGL,1104615000,1104630000,1241745000,316625000,925120000,-244000.0,-244000.0
334,2007-09-30,GOOGL,1317842000,1317891000,1472270000,402281000,1069989000,-446000.0,-446000.0
335,2007-12-31,GOOGL,1440734000,1608198000,1608027000,401578000,1206449000,-171000.0,-171000.0
336,2008-03-31,GOOGL,1546235000,1546192000,1713578000,406492000,1307086000,-387000.0,-387000.0
337,2008-06-30,GOOGL,1577965000,1577953000,1635888000,388497000,1247391000,-88086000.0,-88086000.0
338,2008-09-30,GOOGL,1647565000,1647574000,1668782000,378844000,1289938000,-90996000.0,-90996000.0
339,2008-12-31,GOOGL,1860205000,1860251000,835347000,452905000,382442000,-88447000.0,-88447000.0
340,2009-03-31,GOOGL,1884000000,1884000000,1890000000,467000000,1423000000,-66092000.0,-66092000.0
341,2009-06-30,GOOGL,1874000000,1874000000,1856000000,371000000,1485000000,-50017000.0,-50017000.0
342,2009-09-30,GOOGL,2074000000,2074000000,2067000000,428000000,1639000000,-46702000.0,-46702000.0
343,2009-12-31,GOOGL,2480983000,2481021000,2568671000,594571000,1974100000,-66862000.0,-66862000.0
344,2010-03-31,GOOGL,2488000000,2488000000,2506000000,551000000,1955000000,-95000000.0,-95000000.0
345,2010-06-30,GOOGL,2365000000,2365000000,2434000000,594000000,1840000000,-136000000.0,-136000000.0
346,2010-09-30,GOOGL,2547000000,2714000000,2714000000,547000000,2167000000,-172000000.0,-172000000.0
347,2010-12-31,GOOGL,2982000000,2982000000,3142000000,599000000,2543000000,-176000000.0,-176000000.0
348,2011-03-31,GOOGL,2296000000,2396000000,2392000000,594000000,1798000000,-4000000.0,-4000000.0
349,2011-06-30,GOOGL,2881000000,3098000000,3085000000,580000000,2505000000,-13000000.0,-13000000.0
350,2011-09-30,GOOGL,3058000000,3381000000,3360000000,631000000,2729000000,-21000000.0,-21000000.0
351,2011-12-31,GOOGL,3507000000,3509000000,3489000000,785000000,2704000000,-20000000.0,-20000000.0
352,2012-03-31,GOOGL,3389000000,3565000000,3545000000,655000000,2890000000,-20000000.0,-20000000.0
353,2012-06-30,GOOGL,3237000000,3512000000,3490000000,657000000,2785000000,-22000000.0,-22000000.0
354,2012-09-30,GOOGL,2740000000,2826000000,2805000000,647000000,2176000000,-21000000.0,-21000000.0
355,2012-12-31,GOOGL,3432000000,3606000000,3585000000,648000000,2886000000,-21000000.0,-21000000.0
356,2013-03-31,GOOGL,3748000000,3903000000,3882000000,354000000,3346000000,-21000000.0,-21000000.0
357,2013-06-30,GOOGL,3465000000,3720000000,3701000000,927000000,3228000000,-19000000.0,-19000000.0
358,2013-09-30,GOOGL,3761000000,3794000000,3775000000,612000000,2970000000,-19000000.0,-19000000.0
359,2013-12-31,GOOGL,3922000000,4068000000,4047000000,666000000,3376000000,-21000000.0,-21000000.0
360,2014-03-31,GOOGL,4115000000,4496000000,4472000000,822000000,3452000000,-24000000.0,-24000000.0
361,2014-06-30,GOOGL,4258000000,4430000000,4403000000,984000000,3351000000,-27000000.0,-27000000.0
362,2014-09-30,GOOGL,3724000000,3882000000,3857000000,933000000,2739000000,-25000000.0,-25000000.0
363,2014-12-31,GOOGL,4399000000,4552000000,4527000000,737000000,4757000000,-25000000.0,-25000000.0
364,2015-03-31,GOOGL,4447000000,4630000000,4604000000,1089000000,3515000000,-26000000.0,-26000000.0
365,2015-06-30,GOOGL,4825000000,4982000000,4956000000,1025000000,3931000000,-26000000.0,-26000000.0
366,2015-09-30,GOOGL,4708000000,4917000000,4891000000,912000000,3979000000,157000000.0,-26000000.0
367,2015-12-31,GOOGL,5380000000,5226000000,5200000000,277000000,4923000000,-26000000.0,-26000000.0
368,2016-03-31,GOOGL,5342000000,5159000000,5129000000,922000000,4207000000,-243000000.0,-30000000.0
369,2016-06-30,GOOGL,5968000000,6151000000,6119000000,1242000000,4877000000,119000000.0,-32000000.0
370,2016-09-30,GOOGL,5767000000,6074000000,6045000000,984000000,5061000000,249000000.0,-29000000.0
371,2016-12-31,GOOGL,6639000000,6890000000,6857000000,1524000000,5333000000,185000000.0,-33000000.0
372,2017-03-31,GOOGL,6568000000,6844000000,6819000000,1393000000,5426000000,226000000.0,-25000000.0
373,2017-06-30,GOOGL,4132000000,4398000000,4377000000,853000000,3524000000,224000000.0,-21000000.0
374,2017-09-30,GOOGL,7782000000,8006000000,7979000000,1247000000,6732000000,170000000.0,-27000000.0
375,2017-12-31,GOOGL,7664000000,8054000000,8018000000,11038000000,-3020000000,318000000.0,-36000000.0
376,2018-03-31,GOOGL,7633000000,10573000000,10543000000,1142000000,9401000000,3512000000.0,-30000000.0
377,2018-06-30,GOOGL,3045000000,4242000000,4215000000,1020000000,3195000000,1381000000.0,-27000000.0
378,2018-09-30,GOOGL,8625000000,10111000000,10083000000,891000000,9192000000,1745000000.0,-28000000.0
379,2018-12-31,GOOGL,8203000000,10101000000,10072000000,1124000000,8948000000,1840000000.0,-29000000.0
380,2019-03-31,GOOGL,6608000000,8181000000,8146000000,1489000000,6657000000,2920000000.0,487000000.0
381,2019-06-30,GOOGL,9180000000,12172000000,12147000000,2200000000,9947000000,3595000000.0,628000000.0
382,2019-09-30,GOOGL,9177000000,8651000000,8628000000,1560000000,7068000000,59000000.0,608000000.0
383,2019-12-31,GOOGL,9266000000,10721000000,10704000000,33000000,10671000000,2042000000.0,604000000.0
384,2020-03-31,GOOGL,7977000000,7778000000,7757000000,921000000,6836000000,345000000.0,565000000.0
385,2020-06-30,GOOGL,6383000000,8290000000,8277000000,1318000000,6959000000,2314000000.0,420000000.0
386,2020-09-30,GOOGL,11213000000,13407000000,13359000000,2112000000,11247000000,2558000000.0,412000000.0
387,2020-12-31,GOOGL,15651000000,18742000000,18689000000,3462000000,15227000000,3371000000.0,333000000.0
388,2021-03-31,GOOGL,16437000000,21359000000,21283000000,3353000000,17930000000,5115000000.0,269000000.0
389,2021-06-30,GOOGL,19361000000,22061000000,21985000000,3460000000,18525000000,2937000000.0,313000000.0
390,2021-09-30,GOOGL,21031000000,23141000000,23064000000,4128000000,18936000000,2343000000.0,310000000.0
391,2021-12-31,GOOGL,21885000000,24519000000,24402000000,3760000000,20642000000,2778000000.0,261000000.0
392,2022-03-31,GOOGL,20094000000,19017000000,18934000000,2498000000,16436000000,-829000000.0,331000000.0
393,2022-06-30,GOOGL,19453000000,19097000000,19014000000,3012000000,16002000000,-36000000.0,403000000.0
394,2022-09-30,GOOGL,17135000000,16334000000,16233000000,2323000000,13910000000,-388000000.0,514000000.0
395,2022-12-31,GOOGL,18160000000,17237000000,17147000000,3523000000,13624000000,-444000000.0,569000000.0
396,2023-03-31,GOOGL,17415000000,18285000000,18205000000,3154000000,15051000000,1507000000.0,717000000.0
397,2023-06-30,GOOGL,21838000000,21946000000,21903000000,3535000000,18368000000,914000000.0,849000000.0
398,2023-09-30,GOOGL,21343000000,21313000000,21197000000,1508000000,19689000000,950000000.0,950000000.0
399,2023-12-31,GOOGL,23697000000,24481000000,24412000000,3725000000,20687000000,1041000000.0,1041000000.0
400,2024-03-31,GOOGL,25472000000,28409000000,28315000000,4653000000,23662000000,967000000.0,967000000.0
401,2024-06-30,GOOGL,27425000000,27618000000,27551000000,3932000000,23619000000,1023000000.0,1023000000.0
402,2024-09-30,GOOGL,28521000000,31760000000,31706000000,5405000000,26301000000,1189000000.0,1189000000.0
403,2024-12-31,GOOGL,30972000000,32296000000,32243000000,5707000000,26536000000,1035000000.0,1035000000.0
404,2025-03-31,GOOGL,30606000000,41823000000,41789000000,7249000000,34540000000,967000000.0,967000000.0
405,2010-03-31,META,162000000,162000000,0,0,95000000,0.0,0.0
406,2010-06-30,META,219000000,219000000,0,0,129000000,0.0,0.0
407,2010-09-30,META,216000000,216000000,0,0,131000000,0.0,0.0
408,2010-12-31,META,435000000,435000000,1008000000,402000000,251000000,-22000000.0,-22000000.0
409,2011-03-31,META,388000000,388000000,398000000,165000000,233000000,-7000000.0,-7000000.0
410,2011-06-30,META,407000000,407000000,399000000,159000000,240000000,-9000000.0,-9000000.0
411,2011-09-30,META,414000000,414000000,379000000,152000000,227000000,-10000000.0,-10000000.0
412,2011-12-31,META,547000000,547000000,519000000,217000000,302000000,-16000000.0,-16000000.0
413,2012-03-31,META,381000000,381000000,382000000,177000000,205000000,-13000000.0,-13000000.0
414,2012-06-30,META,-743000000,-743000000,-765000000,-608000000,-157000000,-22000000.0,-10000000.0
415,2012-09-30,META,377000000,377000000,372000000,431000000,-59000000,-5000000.0,-11000000.0
416,2012-12-31,META,523000000,523000000,505000000,441000000,64000000,-16000000.0,-16000000.0
417,2013-03-31,META,373000000,373000000,353000000,134000000,219000000,-20000000.0,-15000000.0
418,2013-06-30,META,562000000,562000000,545000000,212000000,333000000,-17000000.0,-14000000.0
419,2013-09-30,META,736000000,736000000,726000000,301000000,425000000,-10000000.0,-21000000.0
420,2013-12-31,META,1133000000,1133000000,1130000000,607000000,523000000,-4000000.0,-7000000.0
421,2014-03-31,META,1075000000,1075000000,1075000000,433000000,642000000,0.0,0.0
422,2014-06-30,META,1390000000,1390000000,1386000000,595000000,791000000,-8000000.0,-4000000.0
423,2014-09-30,META,1397000000,1397000000,1336000000,530000000,806000000,-65000000.0,-4000000.0
424,2014-12-31,META,1133000000,1133000000,1114000000,413000000,701000000,-42000000.0,-23000000.0
425,2015-03-31,META,933000000,933000000,932000000,420000000,512000000,-3000000.0,-2000000.0
426,2015-06-30,META,1273000000,1273000000,1273000000,554000000,719000000,-5000000.0,-5000000.0
427,2015-09-30,META,1459000000,1459000000,1432000000,536000000,896000000,-34000000.0,-7000000.0
428,2015-12-31,META,2560000000,2560000000,2557000000,995000000,1562000000,-17000000.0,-14000000.0
429,2016-03-31,META,2009000000,2009000000,2065000000,555000000,1510000000,29000000.0,-27000000.0
430,2016-06-30,META,2746000000,2746000000,2766000000,711000000,2055000000,-12000000.0,-32000000.0
431,2016-09-30,META,3122000000,3122000000,3169000000,790000000,2379000000,-3000000.0,-50000000.0
432,2016-12-31,META,4566000000,4566000000,4533000000,965000000,3568000000,-88000000.0,-56000000.0
433,2017-03-31,META,3327000000,3327000000,3408000000,344000000,3064000000,14000000.0,-67000000.0
434,2017-06-30,META,4401000000,4401000000,4488000000,594000000,3894000000,-4000000.0,-91000000.0
435,2017-09-30,META,5122000000,5122000000,5236000000,529000000,4707000000,6000000.0,-108000000.0
436,2017-12-31,META,7352000000,7352000000,7462000000,3194000000,4268000000,-17000000.0,-126000000.0
437,2018-03-31,META,5449000000,5449000000,5610000000,622000000,4988000000,16000000.0,-145000000.0
438,2018-06-30,META,5863000000,5863000000,5868000000,762000000,5106000000,-138000000.0,-143000000.0
439,2018-09-30,META,5781000000,5781000000,5912000000,775000000,5137000000,-45000000.0,-176000000.0
440,2018-12-31,META,7820000000,7820000000,7971000000,1089000000,6882000000,-36000000.0,-187000000.0
441,2019-03-31,META,3317000000,3317000000,3482000000,1053000000,2429000000,165000000.0,198000000.0
442,2019-06-30,META,4626000000,4626000000,4832000000,2216000000,2616000000,206000000.0,219000000.0
443,2019-09-30,META,7185000000,7185000000,7329000000,1238000000,6091000000,144000000.0,258000000.0
444,2019-12-31,META,8858000000,8858000000,9169000000,1820000000,7349000000,331000000.0,229000000.0
445,2020-03-31,META,5893000000,5893000000,5861000000,959000000,4902000000,-32000000.0,228000000.0
446,2020-06-30,META,5963000000,5963000000,6131000000,953000000,5178000000,168000000.0,162000000.0
447,2020-09-30,META,8040000000,8040000000,8133000000,287000000,7846000000,93000000.0,146000000.0
448,2020-12-31,META,12775000000,12775000000,13055000000,1836000000,11219000000,280000000.0,280000000.0
449,2021-03-31,META,11378000000,11378000000,11503000000,2006000000,9497000000,125000000.0,125000000.0
450,2021-06-30,META,12367000000,12367000000,12513000000,2119000000,10394000000,146000000.0,146000000.0
451,2021-09-30,META,10423000000,10423000000,10565000000,1371000000,9194000000,142000000.0,120000000.0
452,2021-12-31,META,12585000000,12585000000,12702000000,2417000000,10285000000,133000000.0,117000000.0
453,2022-03-31,META,8524000000,8524000000,8908000000,1443000000,7465000000,692000000.0,384000000.0
454,2022-06-30,META,8358000000,8358000000,8186000000,1499000000,6687000000,-172000000.0,91000000.0
455,2022-09-30,META,5664000000,5664000000,5576000000,1181000000,4395000000,-88000000.0,-88000000.0
456,2022-12-31,META,6399000000,6399000000,6149000000,1497000000,4652000000,-249000000.0,32000000.0
457,2023-03-31,META,7227000000,7227000000,7307000000,1598000000,5709000000,218000000.0,80000000.0
458,2023-06-30,META,9392000000,9392000000,9293000000,1505000000,7788000000,108000000.0,-99000000.0
459,2023-09-30,META,13748000000,13748000000,14020000000,2437000000,11583000000,395000000.0,370000000.0
460,2023-12-31,META,16384000000,16384000000,16808000000,2791000000,14017000000,164000000.0,484000000.0
461,2024-03-31,META,13818000000,14310000000,14183000000,1814000000,12369000000,458000000.0,513000000.0
462,2024-06-30,META,14847000000,14888000000,15106000000,1641000000,13465000000,412000000.0,427000000.0
463,2024-09-30,META,17350000000,18030000000,17822000000,2134000000,15688000000,453000000.0,461000000.0
464,2024-12-31,META,23364000000,23803000000,23552000000,2714000000,20838000000,480000000.0,573000000.0
465,2025-03-31,META,17555000000,18622000000,18382000000,1738000000,16644000000,418000000.0,595000000.0
466,2005-03-31,MSFT,3329000000,3329000000,3825000000,1262000000,2563000000,0.0,0.0
467,2005-06-30,MSFT,2989000000,2989000000,3861000000,161000000,3700000000,0.0,0.0
468,2005-09-30,MSFT,4046000000,4046000000,4552000000,1411000000,3141000000,0.0,0.0
469,2005-12-31,MSFT,4657000000,4657000000,5137000000,1484000000,3653000000,0.0,0.0
470,2006-03-31,MSFT,3888000000,3888000000,4315000000,1338000000,2977000000,0.0,0.0
471,2006-06-30,MSFT,3881000000,3881000000,4258000000,1430000000,2828000000,0.0,0.0
472,2006-09-30,MSFT,4474000000,4474000000,5041000000,1563000000,3478000000,0.0,0.0
473,2006-12-31,MSFT,3472000000,3472000000,3805000000,1179000000,2626000000,0.0,0.0
474,2007-03-31,MSFT,6589000000,6589000000,6971000000,2045000000,4926000000,0.0,0.0
475,2007-06-30,MSFT,3989000000,3989000000,4284000000,1249000000,3035000000,0.0,0.0
476,2007-09-30,MSFT,5918000000,5918000000,6216000000,1927000000,4289000000,0.0,0.0
477,2007-12-31,MSFT,6481000000,6481000000,6820000000,2113000000,4707000000,0.0,0.0
478,2008-03-31,MSFT,4409000000,4409000000,4810000000,422000000,4388000000,0.0,0.0
479,2008-06-30,MSFT,5684000000,5684000000,5968000000,1671000000,4297000000,-106000000.0,-106000000.0
480,2008-09-30,MSFT,5999000000,5999000000,5991000000,1618000000,4373000000,0.0,0.0
481,2008-12-31,MSFT,5939000000,5939000000,5638000000,1464000000,4174000000,0.0,0.0
482,2009-03-31,MSFT,4438000000,4438000000,4050000000,1073000000,2977000000,0.0,0.0
483,2009-06-30,MSFT,3987000000,3987000000,4142000000,1097000000,3045000000,-38000000.0,-38000000.0
484,2009-09-30,MSFT,4482000000,4803000000,4765000000,1191000000,3574000000,245000000.0,-38000000.0
485,2009-12-31,MSFT,8513000000,8921000000,8883000000,2221000000,6662000000,332000000.0,-38000000.0
486,2010-03-31,MSFT,5173000000,5379000000,5341000000,1335000000,4006000000,130000000.0,-38000000.0
487,2010-06-30,MSFT,5930000000,6996000000,6024000000,1506000000,4518000000,57000000.0,-37000000.0
488,2010-09-30,MSFT,7116000000,7275000000,7230000000,1820000000,5410000000,69000000.0,-45000000.0
489,2010-12-31,MSFT,8165000000,8569000000,8497000000,1863000000,6634000000,260000000.0,-72000000.0
490,2011-03-31,MSFT,5709000000,5709000000,6025000000,793000000,5232000000,232000000.0,-84000000.0
491,2011-06-30,MSFT,6171000000,6413000000,6319000000,445000000,5874000000,54000000.0,-94000000.0
492,2011-09-30,MSFT,7203000000,7400000000,7306000000,1568000000,5738000000,9000000.0,-94000000.0
493,2011-12-31,MSFT,7994000000,8334000000,8239000000,1615000000,6624000000,150000000.0,-95000000.0
494,2012-03-31,MSFT,6374000000,6458000000,6363000000,1255000000,5108000000,-106000000.0,-95000000.0
495,2012-06-30,MSFT,192000000,1076000000,359000000,851000000,-492000000,71000000.0,-96000000.0
496,2012-09-30,MSFT,5308000000,5629000000,5534000000,1068000000,4466000000,131000000.0,-95000000.0
497,2012-12-31,MSFT,7771000000,7875000000,7770000000,1393000000,6377000000,-106000000.0,-105000000.0
498,2013-03-31,MSFT,7612000000,7712000000,7603000000,1548000000,6055000000,-118000000.0,-109000000.0
499,2013-06-30,MSFT,6073000000,6265000000,6145000000,1180000000,4965000000,-48000000.0,-120000000.0
500,2013-09-30,MSFT,6334000000,6526000000,6408000000,1164000000,5244000000,-44000000.0,-118000000.0
501,2013-12-31,MSFT,7969000000,8013000000,7878000000,1320000000,6558000000,-226000000.0,-135000000.0
502,2014-03-31,MSFT,6974000000,7132000000,6957000000,1297000000,5660000000,-192000000.0,-175000000.0
503,2014-06-30,MSFT,6482000000,6746000000,6577000000,1965000000,4612000000,-74000000.0,-169000000.0
504,2014-09-30,MSFT,5844000000,6057000000,5896000000,1356000000,4540000000,-109000000.0,-161000000.0
505,2014-12-31,MSFT,7776000000,8012000000,7850000000,1987000000,5863000000,-88000000.0,-162000000.0
506,2015-03-31,MSFT,6594000000,6728000000,6517000000,1532000000,4985000000,-288000000.0,-211000000.0
507,2015-06-30,MSFT,-2053000000,-1509000000,-1756000000,1439000000,-3195000000,50000000.0,-247000000.0
508,2015-09-30,MSFT,5793000000,5762000000,5513000000,611000000,4902000000,-529000000.0,-249000000.0
509,2015-12-31,MSFT,6026000000,6164000000,5855000000,837000000,5018000000,-480000000.0,-309000000.0
510,2016-03-31,MSFT,5283000000,5376000000,5036000000,1280000000,3756000000,-587000000.0,-340000000.0
511,2016-06-30,MSFT,3080000000,3692000000,3347000000,225000000,3122000000,-78000000.0,-345000000.0
512,2016-09-30,MSFT,6715000000,7264000000,6827000000,1160000000,5667000000,-337000000.0,-437000000.0
